"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"579","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","296","38","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"580","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","321","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"581","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","321","13","StdCyclomaticComplexity","The method 'buildMatchKey' has a Standard Cyclomatic Complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"582","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","321","13","NcssMethodCount","The method 'buildMatchKey()' has an NCSS line count of 43 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"583","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","321","13","CognitiveComplexity","The method 'buildMatchKey(SObject, List<Object>)' has a cognitive complexity of 22, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"584","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","321","13","CyclomaticComplexity","The method 'buildMatchKey(SObject, List<Object>)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"585","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","327","39","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"586","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","327","39","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"587","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","383","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"588","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","384","36","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"589","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","384","36","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"590","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","388","39","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"591","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","388","39","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"592","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","401","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"593","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","402","36","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"594","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","402","36","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"595","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","415","30","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"596","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","415","30","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"597","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","453","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"598","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","453","13","StdCyclomaticComplexity","The method 'selectMasterRecord' has a Standard Cyclomatic Complexity of 13.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"599","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","453","13","CognitiveComplexity","The method 'selectMasterRecord(List<SObject>)' has a cognitive complexity of 29, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"600","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","453","13","CyclomaticComplexity","The method 'selectMasterRecord(List<SObject>)' has a cyclomatic complexity of 16.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"601","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","516","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"602","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","516","13","CognitiveComplexity","The method 'captureFieldConflicts(SObject, List<SObject>)' has a cognitive complexity of 15, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"603","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","525","65","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"604","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","525","65","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"605","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","551","13","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"606","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","551","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"607","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","569","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"608","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","578","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"609","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","595","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"610","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","605","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"611","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","650","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"612","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","658","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"613","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","660","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"614","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordQueueable.cls","667","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"615","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordScheduler.cls","9","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"616","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateRecordScheduler.cls","9","8","CyclomaticComplexity","The class 'DuplicateRecordScheduler' has a total cyclomatic complexity of 47 (highest 12).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
